File Path,Filename,Artist,Title,Album,Year,YouTube Results,Best Match Score,Match Quality,Analysis
/Users/marksakamoto/Music/GarageBand/WillItRio/2 Overkill.band/Media/Audio Files/accompaniment.wav,accompaniment.wav,Unknown Artist,accompaniment,,,5,95,Excellent match,✅ Readily available
/Users/marksakamoto/Music/GarageBand/WillItRio/2 Overkill.band/Media/Audio Files/Rio (2009 Remaster)_vocals_split_by_lalalai.wav,Rio (2009 Remaster)_vocals_split_by_lalalai.wav,Unknown Artist,Rio (2009 Remaster)_vocals_split_by_lalalai,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/GarageBand/WillItRio/2 Overkill.band/Media/Audio Files/Rio (2009 Remaster)_no_vocals_split_by_lalalai.wav,Rio (2009 Remaster)_no_vocals_split_by_lalalai.wav,Unknown Artist,Rio (2009 Remaster)_no_vocals_split_by_lalalai,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/GarageBand/WillItRio/32 Enough.band/Media/Audio Files/accompaniment.wav,accompaniment.wav,Unknown Artist,accompaniment,,,5,95,Excellent match,✅ Readily available
/Users/marksakamoto/Music/GarageBand/WillItRio/32 Enough.band/Media/Audio Files/Rio (2009 Remaster)_vocals_split_by_lalalai.wav,Rio (2009 Remaster)_vocals_split_by_lalalai.wav,Unknown Artist,Rio (2009 Remaster)_vocals_split_by_lalalai,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/GarageBand/WillItRio/32 Enough.band/Media/Audio Files/accompaniment_1.wav,accompaniment_1.wav,Unknown Artist,accompaniment_1,,,5,69,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/WillItRio/32 Enough.band/Media/Audio Files/Rio (2009 Remaster)_no_vocals_split_by_lalalai.wav,Rio (2009 Remaster)_no_vocals_split_by_lalalai.wav,Unknown Artist,Rio (2009 Remaster)_no_vocals_split_by_lalalai,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/GarageBand/Project 2.band/Media/Audio Files/Natural Strum#01.wav,Natural Strum#01.wav,Unknown Artist,Natural Strum#01,,,5,40,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/GarageBand/LoFi (no loops)/Project1.band/Media/Audio Files/LTHC_81_B_KEYS_RHODES_SOFTY.wav,LTHC_81_B_KEYS_RHODES_SOFTY.wav,Unknown Artist,LTHC_81_B_KEYS_RHODES_SOFTY,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/GarageBand/Theme Song (using loops).band/Media/Audio Files/Cool Jazz Combo#05.wav,Cool Jazz Combo#05.wav,Unknown Artist,Cool Jazz Combo#05,,,5,44,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/GarageBand/Rat Tracks Theme Song.band/Media/Audio Files/Theme Needs Lyrics 2_4#01.wav,Theme Needs Lyrics 2_4#01.wav,Unknown Artist,Theme Needs Lyrics 2_4#01,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/GarageBand/Rat Tracks Theme Song.band/Media/Audio Files/Warm British Combo#01.wav,Warm British Combo#01.wav,Unknown Artist,Warm British Combo#01,,,5,48,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/GarageBand/Rat Tracks Theme Song.band/Media/Audio Files/Guitar 2#01.wav,Guitar 2#01.wav,Unknown Artist,Guitar 2#01,,,5,78,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Rat Tracks Theme Song.band/Media/Audio Files/Theme Needs Lyrics 2_8#09.wav,Theme Needs Lyrics 2_8#09.wav,Unknown Artist,Theme Needs Lyrics 2_8#09,,,5,41,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/GarageBand/Rat Tracks Theme Song.band/Media/Audio Files/Clean Studio Stack#02.wav,Clean Studio Stack#02.wav,Unknown Artist,Clean Studio Stack#02,,,5,43,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/Marie#01.wav,Marie#01.wav,Unknown Artist,Marie#01,,,5,77,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/Untitled_1#02.wav,Untitled_1#02.wav,Unknown Artist,Untitled_1#02,,,5,72,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/Untitled_1#03.wav,Untitled_1#03.wav,Unknown Artist,Untitled_1#03,,,5,74,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/Untitled_1#01.wav,Untitled_1#01.wav,Unknown Artist,Untitled_1#01,,,5,72,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/Untitled_1#04.wav,Untitled_1#04.wav,Unknown Artist,Untitled_1#04,,,5,72,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/🎺#01.wav,🎺#01.wav,Unknown Artist,🎺#01,,,5,70,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/🎺#03.wav,🎺#03.wav,Unknown Artist,🎺#03,,,5,70,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/🎺#02.wav,🎺#02.wav,Unknown Artist,🎺#02,,,5,70,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/Nathan#01.wav,Nathan#01.wav,Unknown Artist,Nathan#01,,,5,66,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/Nathan#02.wav,Nathan#02.wav,Unknown Artist,Nathan#02,,,5,66,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/Tonight You Belong To Me.wav,Tonight You Belong To Me.wav,Unknown Artist,Tonight You Belong To Me,,,5,100,Very good match,✅ Readily available
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/Nathan#03.wav,Nathan#03.wav,Unknown Artist,Nathan#03,,,5,63,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/Tonight You Belong To Me.band/Media/Audio Files/Navin#01.wav,Navin#01.wav,Unknown Artist,Navin#01,,,5,75,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/GarageBand/My Song 9.band/Media/Audio Files/Nice Room#03.wav,Nice Room#03.wav,Unknown Artist,Nice Room#03,,,5,74,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Unknown Album/accompaniment.wav,accompaniment.wav,Unknown Artist,accompaniment,,,5,95,Excellent match,✅ Readily available
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Unknown Album/RADH_80_Am_Cruical_1_Full_Horns_Multi.wav,RADH_80_Am_Cruical_1_Full_Horns_Multi.wav,Unknown Artist,RADH_80_Am_Cruical_1_Full_Horns_Multi,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Unknown Album/V15_115_Dm_Joy_Horns_03_Wet.wav,V15_115_Dm_Joy_Horns_03_Wet.wav,Unknown Artist,V15_115_Dm_Joy_Horns_03_Wet,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/6. The Independents - Never Let it go.wav,6. The Independents - Never Let it go.wav,6. The Independents,Never Let it go,,,5,73,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/24. Maria Blues - What a Crazy Night.wav,24. Maria Blues - What a Crazy Night.wav,24. Maria Blues,What a Crazy Night,,,5,89,Very good match,✅ Readily available
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/29. Hub City Trash - Modern Song One.wav,29. Hub City Trash - Modern Song One.wav,29. Hub City Trash,Modern Song One,,,5,47,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/14. Mafia Rusa - Preludia al Caos.wav,14. Mafia Rusa - Preludia al Caos.wav,14. Mafia Rusa,Preludia al Caos,,,5,43,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/11. Los Arambula - Con Huevos.wav,11. Los Arambula - Con Huevos.wav,11. Los Arambula,Con Huevos,,,5,90,Very good match,✅ Readily available
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/31. The Ghetto on Phyre - Tome Con El Diablo.wav,31. The Ghetto on Phyre - Tome Con El Diablo.wav,31. The Ghetto on Phyre,Tome Con El Diablo,,,1,34,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/21. Spare Change - Barrio.wav,21. Spare Change - Barrio.wav,21. Spare Change,Barrio,,,5,46,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/1. Left Alone -Mi Barrio.wav,1. Left Alone -Mi Barrio.wav,Unknown Artist,1. Left Alone -Mi Barrio,,,5,44,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/26. Hari Generasi & Buux Frederiksen - Larry.wav,26. Hari Generasi & Buux Frederiksen - Larry.wav,26. Hari Generasi & Buux Frederiksen,Larry,,,5,64,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/3. Tim Timebomb & Friends - 30 Pieces Of Silver (Prince Buste-Norm_01-01.wav,3. Tim Timebomb & Friends - 30 Pieces Of Silver (Prince Buste-Norm_01-01.wav,3. Tim Timebomb & Friends,30 Pieces Of Silver (Prince Buste-Norm_01-01,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/25. 3rd Rate - Just Gimmie Some Beer.wav,25. 3rd Rate - Just Gimmie Some Beer.wav,25. 3rd Rate,Just Gimmie Some Beer,,,5,100,Very good match,✅ Readily available
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/27. Infamous Stiffs - Freak Parade.wav,27. Infamous Stiffs - Freak Parade.wav,27. Infamous Stiffs,Freak Parade,,,5,91,Very good match,✅ Readily available
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/19. Dskarados -  8 to 51.wav,19. Dskarados -  8 to 51.wav,19. Dskarados,8 to 51,,,2,46,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/7. China Wife Motors - Lantana.wav,7. China Wife Motors - Lantana.wav,7. China Wife Motors,Lantana,,,5,69,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/2. Manic HIspanic -Mas Chingones.wav,2. Manic HIspanic -Mas Chingones.wav,Unknown Artist,2. Manic HIspanic -Mas Chingones,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/9. Deseos Primitivos - Triste Canción.wav,9. Deseos Primitivos - Triste Canción.wav,9. Deseos Primitivos,Triste Canción,,,5,55,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/28. La Onda - Down.wav,28. La Onda - Down.wav,28. La Onda,Down,,,5,52,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/16. Spaztik - Bad Scene and a Yuma Show.wav,16. Spaztik - Bad Scene and a Yuma Show.wav,16. Spaztik,Bad Scene and a Yuma Show,,,2,57,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/12. Libertadores - Combi full of Misfits.wav,12. Libertadores - Combi full of Misfits.wav,12. Libertadores,Combi full of Misfits,,,5,72,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/22. Matamoska -  East Los Angeles _ Remix.wav,22. Matamoska -  East Los Angeles _ Remix.wav,22. Matamoska,East Los Angeles _ Remix,,,3,41,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/17. Los Brigands - Cold Cold City.wav,17. Los Brigands - Cold Cold City.wav,17. Los Brigands,Cold Cold City,,,5,61,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/20. Happy Drunk Cartel -  Demons in control Acoustic.wav,20. Happy Drunk Cartel -  Demons in control Acoustic.wav,20. Happy Drunk Cartel,Demons in control Acoustic,,,5,58,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/10. La Pobreska - Shots Fired.wav,10. La Pobreska - Shots Fired.wav,10. La Pobreska,Shots Fired,,,5,73,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/15. The Tragedy - Desert Moon.wav,15. The Tragedy - Desert Moon.wav,15. The Tragedy,Desert Moon,,,5,46,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/18. The Strep Daughters - Over It.wav,18. The Strep Daughters - Over It.wav,18. The Strep Daughters,Over It,,,5,54,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/30. 8 Ball Fracture - Matapuerkos.wav,30. 8 Ball Fracture - Matapuerkos.wav,30. 8 Ball Fracture,Matapuerkos,,,4,91,Very good match,✅ Readily available
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/23. Operation No-One Knows - SimpsonNorm_01-01.wav,23. Operation No-One Knows - SimpsonNorm_01-01.wav,23. Operation No-One Knows,SimpsonNorm_01-01,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/4. Voodoo Glow Skulls - Creep Tonight.wav,4. Voodoo Glow Skulls - Creep Tonight.wav,4. Voodoo Glow Skulls,Creep Tonight,,,5,94,Very good match,✅ Readily available
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/13. La Muerte - Momentos.wav,13. La Muerte - Momentos.wav,13. La Muerte,Momentos,,,5,71,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/5. Fuska - Pinche Puerco.wav,5. Fuska - Pinche Puerco.wav,5. Fuska,Pinche Puerco,,,5,75,Good match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Skalloween 2020/8. Concept 6 - Señora Pesadilla.wav,8. Concept 6 - Señora Pesadilla.wav,8. Concept 6,Señora Pesadilla,,,5,88,Very good match,✅ Readily available
/Users/marksakamoto/Music/GarageBand/CW Theme Loop - 6:28:21.mp3,CW Theme Loop - 6:28:21.mp3,CW Theme Loop,6:28:21,,,1,52,Possible match,⚠️  Available but might be different version
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Unknown Album/angry-grunt-103204.mp3,angry-grunt-103204.mp3,Unknown Artist,angry-grunt-103204,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Unknown Album/Tonight You Belong To Me.mp3,Tonight You Belong To Me.mp3,Unknown Artist,Tonight You Belong To Me,,,5,100,Very good match,✅ Readily available
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Unknown Album/00001.mp3,00001.mp3,Unknown Artist,00001,,,5,88,Very good match,✅ Readily available
/Users/marksakamoto/Music/GarageBand/Podcast Defaults - Pilot 6-4-21 - Kenny.m4a,Podcast Defaults - Pilot 6-4-21 - Kenny.m4a,Podcast Defaults,Pilot 6-4-21 - Kenny,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/GarageBand/Podcast Defaults - Pilot 6-4-21 - Mark.m4a,Podcast Defaults - Pilot 6-4-21 - Mark.m4a,Podcast Defaults,Pilot 6-4-21 - Mark,,,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Unknown Album/20140612 124222.m4a,20140612 124222.m4a,Unknown Artist,20140612 124222,,2014,0,0,No results,❌ Not found - likely rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Unknown Album/20150117 082558.m4a,20150117 082558.m4a,Unknown Artist,20150117 082558,,2015,1,38,Poor match,❓ Poor matches - potentially rare
/Users/marksakamoto/Music/Music/Media.localized/Unknown Artist/Unknown Album/20150117 082953.m4a,20150117 082953.m4a,Unknown Artist,20150117 082953,,2015,1,38,Poor match,❓ Poor matches - potentially rare
